Species,Type,Identifier,Title
"Lannea alata",DOI,"10.3390/molecules28062473","Constituents of the Stem Bark of Symphonia globulifera Linn. f. with Antileishmanial and Antibacterial Activities"
"Lannea alata",DOI,"10.1016/j.jep.2016.11.027","Secondary metabolites from Tetracera potatoria stem bark with anti-mycobacterial activity"
"Terminalia species",PMID,"16521111","Antioxidant flavonol glycosides from Schinus molle."
"Terminalia species",PMID,"12916075","Polyphenols of Melaleuca quinquenervia leaves--pharmacological studies of grandinin."
"Terminalia species",PMID,"17449074","Ericifolin: an eugenol 5-O-galloylglucoside and other phenolics from Melaleuca ericifolia."
"Terminalia species",PMID,"37370061","In vitro antiplasmodial activity and toxicological profile of extracts, fractions and chemical constituents of leaves and stem bark from Dacryodes edulis (Burseraceae)."
"Terminalia species",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Terminalia species",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Terminalia species",PMID,"20738149","Antimicrobial and antioxidant effects of phenolic constituents from Klainedoxa gabonensis."
"Terminalia species",PMID,"24613627","Benzophenone C-glucosides and gallotannins from mango tree stem bark with broad-spectrum anti-viral activity."
"Terminalia species",PMID,"31691590","Ent-trachylobane-3β-hydroperoxide, a new diterpene from the root bark of Chrozophora oblongifolia (Fam.; Euphorbiaceae)."
"Terminalia species",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Terminalia species",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Terminalia species",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Terminalia species",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Terminalia species",DOI,"10.1016/j.bse.2013.03.020","Phytochemical investigation of Oligomeris linifolia (Vahl) Macbr. (Resedaceae)"
"Terminalia species",DOI,"10.1016/j.sajb.2017.03.031","In vitro cytotoxicity of compounds isolated from Desbordesia glaucescens against human carcinoma cell lines"
"Terminalia species",DOI,"10.1016/j.sajb.2018.08.010","Biological activity of plant extracts and isolated compounds from Alchornea laxiflora: Anti-HIV, antibacterial and cytotoxicity evaluation"
"Terminalia species",DOI,"10.1186/s12906-023-03957-2","In vitro antiplasmodial activity and toxicological profile of extracts, fractions and chemical constituents of leaves and stem bark from Dacryodes edulis (Burseraceae)"
"Terminalia species",DOI,"10.1016/0031-9422(73)85145-3","Anthocyanins of Lagerstroemia indica flowers"
"Terminalia species",DOI,"10.1080/14786419.2019.1687477","<i>Ent-</i>trachylobane-3<i>β</i>-hydroperoxide, a new diterpene from the root bark of <i>Chrozophora oblongifolia</i> (Fam.; Euphorbiaceae)"
"Terminalia species",DOI,"10.1016/0031-9422(73)85144-1","Phenolics of Acacia farnesiana"
"Terminalia species",DOI,"10.5539/jps.v1n2p61","Chemotaxonomical and Palynological Studies on Nine Acacia Species Occurring in Sudan"
"Terminalia species",DOI,"10.3109/13880200903486644","Antimicrobial and antioxidant effects of phenolic constituents from<i>Klainedoxa gabonensis</i>"
"Reaumuria vermiculata",PMID,"12916075","Polyphenols of Melaleuca quinquenervia leaves--pharmacological studies of grandinin."
"Reaumuria vermiculata",PMID,"25471464","Chemical composition, antioxidant and antimicrobial activities of the edible medicinal Ononis natrix growing wild in Tunisia."
"Reaumuria vermiculata",PMID,"25553207","Phytochemical, Antimicrobial and Antiplasmodial Investigations of Terminalia brownii."
"Reaumuria vermiculata",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Reaumuria vermiculata",PMID,"20738149","Antimicrobial and antioxidant effects of phenolic constituents from Klainedoxa gabonensis."
"Reaumuria vermiculata",PMID,"24613627","Benzophenone C-glucosides and gallotannins from mango tree stem bark with broad-spectrum anti-viral activity."
"Reaumuria vermiculata",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Reaumuria vermiculata",PMID,"28930221","Compounds from Terminalia mantaly L. (Combretaceae) Stem Bark Exhibit Potent Inhibition against Some Pathogenic Yeasts and Enzymes of Metabolic Significance."
"Reaumuria vermiculata",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Reaumuria vermiculata",PMID,"11008378","A new flavonoid from Limonium axillare."
"Reaumuria vermiculata",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Reaumuria vermiculata",PMID,"20451939","Polyphenolic compounds in the fruits of Egyptian medicinal plants (Terminalia bellerica, Terminalia chebula and Terminalia horrida): characterization, quantitation and determination of antioxidant capacities."
"Reaumuria vermiculata",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Reaumuria vermiculata",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Reaumuria vermiculata",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Reaumuria vermiculata",PMID,"23650897","Chemical composition and antioxidant activity of Algerian propolis."
"Reaumuria vermiculata",PMID,"31691590","Ent-trachylobane-3β-hydroperoxide, a new diterpene from the root bark of Chrozophora oblongifolia (Fam.; Euphorbiaceae)."
"Reaumuria vermiculata",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Reaumuria vermiculata",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Reaumuria vermiculata",PMID,"36985446","Constituents of the Stem Bark of Symphonia globulifera Linn. f. with Antileishmanial and Antibacterial Activities."
"Reaumuria vermiculata",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Reaumuria vermiculata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Reaumuria vermiculata",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Reaumuria vermiculata",PMID,"17449074","Ericifolin: an eugenol 5-O-galloylglucoside and other phenolics from Melaleuca ericifolia."
"Reaumuria vermiculata",PMID,"37370061","In vitro antiplasmodial activity and toxicological profile of extracts, fractions and chemical constituents of leaves and stem bark from Dacryodes edulis (Burseraceae)."
"Reaumuria vermiculata",PMID,"33146032","Cytotoxic and anti-diabetic potential, metabolic profiling and insilico studies of Syzygium cumini (L.) Skeels belonging to family Myrtaceae."
"Reaumuria vermiculata",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Reaumuria vermiculata",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Reaumuria vermiculata",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Reaumuria vermiculata",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Reaumuria vermiculata",PMID,"12789127","Bioassay-guided studies on the cytotoxic and in vitro trypanocidal activities of a sesquiterpene (Muzigadial) derived from a Ugandan medicinal plant (Warburgia ugandensis)."
"Reaumuria vermiculata",PMID,"24514562","Characterization and antioxidant properties of six Algerian propolis extracts: ethyl acetate extracts inhibit myeloperoxidase activity."
"Reaumuria vermiculata",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Reaumuria vermiculata",PMID,"16521111","Antioxidant flavonol glycosides from Schinus molle."
"Reaumuria vermiculata",PMID,"9612958","A tannin anti-cancer promotor from Terminalia arjuna."
"Reaumuria vermiculata",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Reaumuria vermiculata",DOI,"10.1016/j.sajb.2017.03.031","In vitro cytotoxicity of compounds isolated from Desbordesia glaucescens against human carcinoma cell lines"
"Reaumuria vermiculata",DOI,"10.1016/0031-9422(73)85145-3","Anthocyanins of Lagerstroemia indica flowers"
"Reaumuria vermiculata",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Reaumuria vermiculata",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Reaumuria vermiculata",DOI,"10.1016/0031-9422(73)85144-1","Phenolics of Acacia farnesiana"
"Reaumuria vermiculata",DOI,"10.3390/ijms15022327","Characterization and Antioxidant Properties of Six Algerian Propolis Extracts: Ethyl Acetate Extracts Inhibit Myeloperoxidase Activity"
"Reaumuria vermiculata",DOI,"10.1080/14786419.2019.1687477","<i>Ent-</i>trachylobane-3<i>β</i>-hydroperoxide, a new diterpene from the root bark of <i>Chrozophora oblongifolia</i> (Fam.; Euphorbiaceae)"
"Reaumuria vermiculata",DOI,"10.5539/jps.v1n2p61","Chemotaxonomical and Palynological Studies on Nine Acacia Species Occurring in Sudan"
"Reaumuria vermiculata",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Reaumuria vermiculata",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Reaumuria vermiculata",DOI,"10.1016/j.bse.2013.03.020","Phytochemical investigation of Oligomeris linifolia (Vahl) Macbr. (Resedaceae)"
"Reaumuria vermiculata",DOI,"10.1016/j.sajb.2018.08.010","Biological activity of plant extracts and isolated compounds from Alchornea laxiflora: Anti-HIV, antibacterial and cytotoxicity evaluation"
"Reaumuria vermiculata",DOI,"10.1186/s12906-023-03957-2","In vitro antiplasmodial activity and toxicological profile of extracts, fractions and chemical constituents of leaves and stem bark from Dacryodes edulis (Burseraceae)"
"Reaumuria vermiculata",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Reaumuria vermiculata",DOI,"10.1021/jf400779w","Chemical Composition and Antioxidant Activity of Algerian Propolis"
"Reaumuria vermiculata",DOI,"10.3390/molecules28062473","Constituents of the Stem Bark of Symphonia globulifera Linn. f. with Antileishmanial and Antibacterial Activities"
"Reaumuria vermiculata",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Reaumuria vermiculata",DOI,"10.1080/14786419.2020.1843032","Cytotoxic and anti-diabetic potential, metabolic profiling and <i>insilico</i> studies of <i>Syzygium cumini</i> (L.) Skeels belonging to family <i>Myrtaceae</i>"
"Reaumuria vermiculata",DOI,"10.1016/j.bse.2020.104053","Flavonoids and Isoflavonoids of Millettia dura and Millettia ferruginea: Phytochemical review and chemotaxonomic values"
"Reaumuria vermiculata",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Reaumuria vermiculata",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Reaumuria vermiculata",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Reaumuria vermiculata",DOI,"10.1016/j.phytol.2010.08.001","neo-Clerodane diterpenoids from the leaf exudate of Dodonaea angustifolia"
"Reaumuria vermiculata",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Reaumuria vermiculata",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Reaumuria vermiculata",DOI,"10.3109/13880200903486644","Antimicrobial and antioxidant effects of phenolic constituents from<i>Klainedoxa gabonensis</i>"
"Dacryodes edulis",PMID,"17449074","Ericifolin: an eugenol 5-O-galloylglucoside and other phenolics from Melaleuca ericifolia."
"Dacryodes edulis",PMID,"25553207","Phytochemical, Antimicrobial and Antiplasmodial Investigations of Terminalia brownii."
"Dacryodes edulis",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Dacryodes edulis",PMID,"20738149","Antimicrobial and antioxidant effects of phenolic constituents from Klainedoxa gabonensis."
"Dacryodes edulis",PMID,"31691590","Ent-trachylobane-3β-hydroperoxide, a new diterpene from the root bark of Chrozophora oblongifolia (Fam.; Euphorbiaceae)."
"Dacryodes edulis",PMID,"20451939","Polyphenolic compounds in the fruits of Egyptian medicinal plants (Terminalia bellerica, Terminalia chebula and Terminalia horrida): characterization, quantitation and determination of antioxidant capacities."
"Dacryodes edulis",DOI,"10.1016/j.sajb.2017.03.031","In vitro cytotoxicity of compounds isolated from Desbordesia glaucescens against human carcinoma cell lines"
"Dacryodes edulis",DOI,"10.1080/14786419.2019.1687477","<i>Ent-</i>trachylobane-3<i>β</i>-hydroperoxide, a new diterpene from the root bark of <i>Chrozophora oblongifolia</i> (Fam.; Euphorbiaceae)"
"Dacryodes edulis",DOI,"10.3109/13880200903486644","Antimicrobial and antioxidant effects of phenolic constituents from<i>Klainedoxa gabonensis</i>"
"Desbordesia glaucescens",PMID,"17449074","Ericifolin: an eugenol 5-O-galloylglucoside and other phenolics from Melaleuca ericifolia."
"Desbordesia glaucescens",PMID,"37370061","In vitro antiplasmodial activity and toxicological profile of extracts, fractions and chemical constituents of leaves and stem bark from Dacryodes edulis (Burseraceae)."
"Desbordesia glaucescens",PMID,"25553207","Phytochemical, Antimicrobial and Antiplasmodial Investigations of Terminalia brownii."
"Desbordesia glaucescens",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Desbordesia glaucescens",PMID,"20738149","Antimicrobial and antioxidant effects of phenolic constituents from Klainedoxa gabonensis."
"Desbordesia glaucescens",PMID,"31691590","Ent-trachylobane-3β-hydroperoxide, a new diterpene from the root bark of Chrozophora oblongifolia (Fam.; Euphorbiaceae)."
"Desbordesia glaucescens",PMID,"20451939","Polyphenolic compounds in the fruits of Egyptian medicinal plants (Terminalia bellerica, Terminalia chebula and Terminalia horrida): characterization, quantitation and determination of antioxidant capacities."
